Authors,Pub.Year,Journal,Species,Taxon.group,Year/Year.Span,Population,Study.ID,Subset,NC,CombNC,NC.type,Trait.Name,Trait.Class,Fitness.Measure.Defined,Fit.Comp,Grad.linear.value,Grad.linear.StErr,Same.Study,Birds,Physical.Artifact,Other.Org.NC,Multiple.Species,Borderline.ambiguous.case
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2005,Southern Québec,21,99,M,Y,C,Body mass,Size,Fledglings,F,0.082,0.036,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2006,Southern Québec,21,99,M,Y,C,Body mass,Size,Fledglings,F,0.033,0.045,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2007,Southern Québec,21,99,M,Y,C,Body mass,Size,Fledglings,F,0.051,0.041,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2008,Southern Québec,21,99,M,Y,C,Body mass,Size,Fledglings,F,0.064,0.032,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2009,Southern Québec,21,99,M,Y,C,Body mass,Size,Fledglings,F,0.054,0.032,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2010,Southern Québec,21,99,M,Y,C,Body mass,Size,Fledglings,F,0.071,0.047,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2011,Southern Québec,21,99,M,Y,C,Body mass,Size,Fledglings,F,0.012,0.061,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2012,Southern Québec,21,99,M,Y,C,Body mass,Size,Fledglings,F,0.139,0.036,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2013,Southern Québec,21,99,M,Y,C,Body mass,Size,Fledglings,F,0.056,0.049,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2004,Southern Québec,21,100,M,Y,C,Body mass,Size,Hatchlings,F,0.053,0.032,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2005,Southern Québec,21,100,M,Y,C,Body mass,Size,Hatchlings,F,0.023,0.017,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2006,Southern Québec,21,100,M,Y,C,Body mass,Size,Hatchlings,F,0.083,0.031,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2007,Southern Québec,21,100,M,Y,C,Body mass,Size,Hatchlings,F,0.032,0.028,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2008,Southern Québec,21,100,M,Y,C,Body mass,Size,Hatchlings,F,0.046,0.028,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2009,Southern Québec,21,100,M,Y,C,Body mass,Size,Hatchlings,F,0.065,0.034,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2010,Southern Québec,21,100,M,Y,C,Body mass,Size,Hatchlings,F,0.076,0.029,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2011,Southern Québec,21,100,M,Y,C,Body mass,Size,Hatchlings,F,0.048,0.035,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2012,Southern Québec,21,100,M,Y,C,Body mass,Size,Hatchlings,F,0.128,0.032,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2013,Southern Québec,21,100,M,Y,C,Body mass,Size,Hatchlings,F,0.153,0.053,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2004,Southern Québec,21,101,M,Y,C,Body mass,Size,Overall nesting,F,0.101,0.052,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2005,Southern Québec,21,101,M,Y,C,Body mass,Size,Overall nesting,F,0.097,0.037,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2006,Southern Québec,21,101,M,Y,C,Body mass,Size,Overall nesting,F,0.097,0.05,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2007,Southern Québec,21,101,M,Y,C,Body mass,Size,Overall nesting,F,0.079,0.047,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2008,Southern Québec,21,101,M,Y,C,Body mass,Size,Overall nesting,F,0.088,0.04,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2009,Southern Québec,21,101,M,Y,C,Body mass,Size,Overall nesting,F,0.122,0.044,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2010,Southern Québec,21,101,M,Y,C,Body mass,Size,Overall nesting,F,0.139,0.055,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2011,Southern Québec,21,101,M,Y,C,Body mass,Size,Overall nesting,F,0.043,0.067,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2012,Southern Québec,21,101,M,Y,C,Body mass,Size,Overall nesting,F,0.24,0.044,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2013,Southern Québec,21,101,M,Y,C,Body mass,Size,Overall nesting,F,0.197,0.069,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2004,Southern Québec,21,102,M,Y,C,Clutch size,OtherLH,Fledglings,F,0.192,0.048,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2005,Southern Québec,21,102,M,Y,C,Clutch size,OtherLH,Fledglings,F,0.119,0.038,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2006,Southern Québec,21,102,M,Y,C,Clutch size,OtherLH,Fledglings,F,-0.026,0.044,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2007,Southern Québec,21,102,M,Y,C,Clutch size,OtherLH,Fledglings,F,0.13,0.043,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2008,Southern Québec,21,102,M,Y,C,Clutch size,OtherLH,Fledglings,F,0.095,0.033,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2009,Southern Québec,21,102,M,Y,C,Clutch size,OtherLH,Fledglings,F,0.123,0.032,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2010,Southern Québec,21,102,M,Y,C,Clutch size,OtherLH,Fledglings,F,0.126,0.05,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2011,Southern Québec,21,102,M,Y,C,Clutch size,OtherLH,Fledglings,F,0.106,0.066,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2012,Southern Québec,21,102,M,Y,C,Clutch size,OtherLH,Fledglings,F,0.058,0.04,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2013,Southern Québec,21,102,M,Y,C,Clutch size,OtherLH,Fledglings,F,0.164,0.053,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2004,Southern Québec,21,103,M,Y,C,Clutch size,OtherLH,Hatchlings,F,0.227,0.035,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2005,Southern Québec,21,103,M,Y,C,Clutch size,OtherLH,Hatchlings,F,0.158,0.018,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2006,Southern Québec,21,103,M,Y,C,Clutch size,OtherLH,Hatchlings,F,0.285,0.031,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2007,Southern Québec,21,103,M,Y,C,Clutch size,OtherLH,Hatchlings,F,0.153,0.03,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2008,Southern Québec,21,103,M,Y,C,Clutch size,OtherLH,Hatchlings,F,0.198,0.03,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2009,Southern Québec,21,103,M,Y,C,Clutch size,OtherLH,Hatchlings,F,0.133,0.034,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2010,Southern Québec,21,103,M,Y,C,Clutch size,OtherLH,Hatchlings,F,0.26,0.031,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2011,Southern Québec,21,103,M,Y,C,Clutch size,OtherLH,Hatchlings,F,0.13,0.038,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2012,Southern Québec,21,103,M,Y,C,Clutch size,OtherLH,Hatchlings,F,0.122,0.036,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2013,Southern Québec,21,103,M,Y,C,Clutch size,OtherLH,Hatchlings,F,0.169,0.056,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2004,Southern Québec,21,104,M,Y,C,Clutch size,OtherLH,Overall nesting,F,0.21,0.057,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2005,Southern Québec,21,104,M,Y,C,Clutch size,OtherLH,Overall nesting,F,0.143,0.04,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2006,Southern Québec,21,104,M,Y,C,Clutch size,OtherLH,Overall nesting,F,0.249,0.052,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2007,Southern Québec,21,104,M,Y,C,Clutch size,OtherLH,Overall nesting,F,0.121,0.05,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2008,Southern Québec,21,104,M,Y,C,Clutch size,OtherLH,Overall nesting,F,0.126,0.042,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2009,Southern Québec,21,104,M,Y,C,Clutch size,OtherLH,Overall nesting,F,0.134,0.044,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2010,Southern Québec,21,104,M,Y,C,Clutch size,OtherLH,Overall nesting,F,0.223,0.058,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2011,Southern Québec,21,104,M,Y,C,Clutch size,OtherLH,Overall nesting,F,0.087,0.073,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2012,Southern Québec,21,104,M,Y,C,Clutch size,OtherLH,Overall nesting,F,0.086,0.05,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2013,Southern Québec,21,104,M,Y,C,Clutch size,OtherLH,Overall nesting,F,0.16,0.072,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2004,Southern Québec,21,105,N,N,NA,Laying date,Phen,Fledglings,F,-0.09,0.047,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2005,Southern Québec,21,105,N,N,NA,Laying date,Phen,Fledglings,F,-0.041,0.037,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2006,Southern Québec,21,105,N,N,NA,Laying date,Phen,Fledglings,F,-0.007,0.044,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2007,Southern Québec,21,105,N,N,NA,Laying date,Phen,Fledglings,F,-0.05,0.042,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2008,Southern Québec,21,105,N,N,NA,Laying date,Phen,Fledglings,F,-0.07,0.034,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2009,Southern Québec,21,105,N,N,NA,Laying date,Phen,Fledglings,F,-0.089,0.032,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2010,Southern Québec,21,105,N,N,NA,Laying date,Phen,Fledglings,F,0.038,0.049,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2011,Southern Québec,21,105,N,N,NA,Laying date,Phen,Fledglings,F,0.03,0.068,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2012,Southern Québec,21,105,N,N,NA,Laying date,Phen,Fledglings,F,-0.138,0.039,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2013,Southern Québec,21,105,N,N,NA,Laying date,Phen,Fledglings,F,-0.048,0.052,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2004,Southern Québec,21,106,N,N,NA,Laying date,Phen,Hatchlings,F,-0.019,0.036,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2005,Southern Québec,21,106,N,N,NA,Laying date,Phen,Hatchlings,F,-0.041,0.018,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2006,Southern Québec,21,106,N,N,NA,Laying date,Phen,Hatchlings,F,0.055,0.031,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2007,Southern Québec,21,106,N,N,NA,Laying date,Phen,Hatchlings,F,0.018,0.03,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2008,Southern Québec,21,106,N,N,NA,Laying date,Phen,Hatchlings,F,-0.053,0.031,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2009,Southern Québec,21,106,N,N,NA,Laying date,Phen,Hatchlings,F,-0.011,0.035,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2010,Southern Québec,21,106,N,N,NA,Laying date,Phen,Hatchlings,F,0.011,0.031,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2011,Southern Québec,21,106,N,N,NA,Laying date,Phen,Hatchlings,F,-0.022,0.038,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2012,Southern Québec,21,106,N,N,NA,Laying date,Phen,Hatchlings,F,-0.08,0.035,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2013,Southern Québec,21,106,N,N,NA,Laying date,Phen,Hatchlings,F,0.124,0.056,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2004,Southern Québec,21,107,N,N,NA,Laying date,Phen,Overall nesting,F,-0.105,0.059,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2005,Southern Québec,21,107,N,N,NA,Laying date,Phen,Overall nesting,F,-0.051,0.039,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2006,Southern Québec,21,107,N,N,NA,Laying date,Phen,Overall nesting,F,0.095,0.052,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2007,Southern Québec,21,107,N,N,NA,Laying date,Phen,Overall nesting,F,-0.038,0.049,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2008,Southern Québec,21,107,N,N,NA,Laying date,Phen,Overall nesting,F,-0.104,0.043,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2009,Southern Québec,21,107,N,N,NA,Laying date,Phen,Overall nesting,F,-0.109,0.045,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2010,Southern Québec,21,107,N,N,NA,Laying date,Phen,Overall nesting,F,0.035,0.058,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2011,Southern Québec,21,107,N,N,NA,Laying date,Phen,Overall nesting,F,0.008,0.074,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2012,Southern Québec,21,107,N,N,NA,Laying date,Phen,Overall nesting,F,-0.182,0.049,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2013,Southern Québec,21,107,N,N,NA,Laying date,Phen,Overall nesting,F,0.066,0.072,1,1,NA,NA,NA,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2004,Southern Québec,21,108,M,Y,C,Wing length,OtherMO,Fledglings,F,-0.02,0.045,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2005,Southern Québec,21,108,M,Y,C,Wing length,OtherMO,Fledglings,F,-0.031,0.036,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2006,Southern Québec,21,108,M,Y,C,Wing length,OtherMO,Fledglings,F,-0.003,0.044,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2007,Southern Québec,21,108,M,Y,C,Wing length,OtherMO,Fledglings,F,0.002,0.04,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2008,Southern Québec,21,108,M,Y,C,Wing length,OtherMO,Fledglings,F,0.002,0.033,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2009,Southern Québec,21,108,M,Y,C,Wing length,OtherMO,Fledglings,F,-0.017,0.033,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2010,Southern Québec,21,108,M,Y,C,Wing length,OtherMO,Fledglings,F,0.068,0.051,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2011,Southern Québec,21,108,M,Y,C,Wing length,OtherMO,Fledglings,F,-0.01,0.063,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2012,Southern Québec,21,108,M,Y,C,Wing length,OtherMO,Fledglings,F,-0.004,0.037,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2013,Southern Québec,21,108,M,Y,C,Wing length,OtherMO,Fledglings,F,0.037,0.049,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2004,Southern Québec,21,109,M,Y,C,Wing length,OtherMO,Hatchlings,F,-0.051,0.032,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2005,Southern Québec,21,109,M,Y,C,Wing length,OtherMO,Hatchlings,F,-0.047,0.017,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2006,Southern Québec,21,109,M,Y,C,Wing length,OtherMO,Hatchlings,F,0.007,0.031,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2007,Southern Québec,21,109,M,Y,C,Wing length,OtherMO,Hatchlings,F,0.02,0.028,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2008,Southern Québec,21,109,M,Y,C,Wing length,OtherMO,Hatchlings,F,0.01,0.029,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2009,Southern Québec,21,109,M,Y,C,Wing length,OtherMO,Hatchlings,F,-0.041,0.034,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2010,Southern Québec,21,109,M,Y,C,Wing length,OtherMO,Hatchlings,F,-0.008,0.032,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2011,Southern Québec,21,109,M,Y,C,Wing length,OtherMO,Hatchlings,F,0.024,0.036,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2012,Southern Québec,21,109,M,Y,C,Wing length,OtherMO,Hatchlings,F,0.01,0.032,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2013,Southern Québec,21,109,M,Y,C,Wing length,OtherMO,Hatchlings,F,-0.005,0.053,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2004,Southern Québec,21,110,M,Y,C,Wing length,OtherMO,Overall nesting,F,-0.063,0.052,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2005,Southern Québec,21,110,M,Y,C,Wing length,OtherMO,Overall nesting,F,-0.063,0.037,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2006,Southern Québec,21,110,M,Y,C,Wing length,OtherMO,Overall nesting,F,-0.009,0.05,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2007,Southern Québec,21,110,M,Y,C,Wing length,OtherMO,Overall nesting,F,0.006,0.046,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2008,Southern Québec,21,110,M,Y,C,Wing length,OtherMO,Overall nesting,F,0.003,0.041,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2009,Southern Québec,21,110,M,Y,C,Wing length,OtherMO,Overall nesting,F,-0.055,0.044,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2010,Southern Québec,21,110,M,Y,C,Wing length,OtherMO,Overall nesting,F,0.064,0.059,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2011,Southern Québec,21,110,M,Y,C,Wing length,OtherMO,Overall nesting,F,0.002,0.069,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2012,Southern Québec,21,110,M,Y,C,Wing length,OtherMO,Overall nesting,F,-0.003,0.044,1,1,1,0,0,0
Millet et al,2015,Evolutionary Biology,Tachycineta bicolor,V,2013,Southern Québec,21,110,M,Y,C,Wing length,OtherMO,Overall nesting,F,0.007,0.068,1,1,1,0,0,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1990,"Scottish island of Hirta, St. Kilda",22,111,N,N,NA,body weight -  adult males,Size,survival,S,-0.036,0.163,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1991,"Scottish island of Hirta, St. Kilda",22,111,N,N,NA,body weight -  adult males,Size,survival,S,0.214,0.163,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1992,"Scottish island of Hirta, St. Kilda",22,111,N,N,NA,body weight -  adult males,Size,survival,S,0.021,0.058,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1993,"Scottish island of Hirta, St. Kilda",22,111,N,N,NA,body weight -  adult males,Size,survival,S,0.137,0.133,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1994,"Scottish island of Hirta, St. Kilda",22,111,N,N,NA,body weight -  adult males,Size,survival,S,-0.253,0.22,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1996,"Scottish island of Hirta, St. Kilda",22,111,N,N,NA,body weight -  adult males,Size,survival,S,0.15,0.18,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1990,"Scottish island of Hirta, St. Kilda",22,112,N,N,NA,body weight - adult females,Size,survival,S,0.091,0.047,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1991,"Scottish island of Hirta, St. Kilda",22,112,N,N,NA,body weight - adult females,Size,survival,S,0.169,0.069,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1992,"Scottish island of Hirta, St. Kilda",22,112,N,N,NA,body weight - adult females,Size,survival,S,0.029,0.017,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1993,"Scottish island of Hirta, St. Kilda",22,112,N,N,NA,body weight - adult females,Size,survival,S,0.114,0.037,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1994,"Scottish island of Hirta, St. Kilda",22,112,N,N,NA,body weight - adult females,Size,survival,S,-0.022,0.051,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1996,"Scottish island of Hirta, St. Kilda",22,112,N,N,NA,body weight - adult females,Size,survival,S,0.075,0.026,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1990,"Scottish island of Hirta, St. Kilda",22,113,N,N,NA,body weight - juveniles,Size,survival,S,-0.163,0.071,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1991,"Scottish island of Hirta, St. Kilda",22,113,N,N,NA,body weight - juveniles,Size,survival,S,0.653,0.339,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1992,"Scottish island of Hirta, St. Kilda",22,113,N,N,NA,body weight - juveniles,Size,survival,S,-0.034,0.07,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1993,"Scottish island of Hirta, St. Kilda",22,113,N,N,NA,body weight - juveniles,Size,survival,S,0.598,0.152,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1994,"Scottish island of Hirta, St. Kilda",22,113,N,N,NA,body weight - juveniles,Size,survival,S,0.224,0.372,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1995,"Scottish island of Hirta, St. Kilda",22,113,N,N,NA,body weight - juveniles,Size,survival,S,0.117,0.063,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1996,"Scottish island of Hirta, St. Kilda",22,113,N,N,NA,body weight - juveniles,Size,survival,S,0.608,0.176,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1990,"Scottish island of Hirta, St. Kilda",22,114,N,N,NA,hindlimb length - adult females,OtherMO,survival,S,-0.052,0.054,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1991,"Scottish island of Hirta, St. Kilda",22,114,N,N,NA,hindlimb length - adult females,OtherMO,survival,S,0.017,0.071,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1992,"Scottish island of Hirta, St. Kilda",22,114,N,N,NA,hindlimb length - adult females,OtherMO,survival,S,0.024,0.019,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1993,"Scottish island of Hirta, St. Kilda",22,114,N,N,NA,hindlimb length - adult females,OtherMO,survival,S,-0.05,0.035,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1994,"Scottish island of Hirta, St. Kilda",22,114,N,N,NA,hindlimb length - adult females,OtherMO,survival,S,0.019,0.05,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1996,"Scottish island of Hirta, St. Kilda",22,114,N,N,NA,hindlimb length - adult females,OtherMO,survival,S,-0.015,0.025,0,0,NA,NA,NA,0
Milner et al.,1999,Journal of Animal Ecology,Ovis aries,V,1990,"Scottish island of Hirta, St. Kilda",22,115,N,N,NA,hindlimb length - adult males,OtherMO,survival,S,-0.189,0.219,0,0,NA,NA,NA,0
